Registro no CAR;Houve Retificação?;Aderiu ao PRA?;Bioma;% do Bioma;Défice Reserva Legal;Cidade;Estado;Latitude;Longitude;Data de Registro;Data da Última Retificação;Data de Análise;Status do Imóvel;Tipo de Imóvel;Situação;Condição;Condição PRA;Área;Módulo Fiscal;Área total de remanescentes de vegetação nativa;Área total de uso consolidado;Área total de servidão administrativa;Situação RL;Área de reserva legal averbada vetorizada;Área de reserva legal aprovada não averbada vetorizada;Área de reserva legal proposta vetorizada;Total de reserva legal declarada pelo proprietário/possuidor;Áreas de preservação permanente;Área de uso restrito
MT-5101902-0EB8388C2D6B428397E8458BA081AA5C;Nâo;Sim;Amazônia;80;194,69484;Brasnorte;MT;"12°04'09,18"" S";"58°16'06,6"" O";05/08/2018;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;529,5338;5,3;228,9322;300,6058;0;Não Analisada;0;228,9322;0;228,9322;0;0
MT-5101902-D23095714E6E490ABB423F27B787DEF6;Nâo;Sim;Amazônia;80;289,5827;Brasnorte;MT;"12°49'22,87"" S";"58°19'27,65"" O";20/10/2020;20/10/2020;--;Ativo;IRU;AT;Aguardando análise;--;916,615;9,17;418,9139;168,5273;0;Não Analisada;0;418,9139;0;418,9139;24,7954;0
MT-5101902-2E8EBF83FDC0439CBD84885471FF2A51;Nâo;Sim;Amazônia;80;2203,59042;Brasnorte;MT;"12°26'39,77"" S";"58°08'43,69"" O";26/08/2020;26/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;4056,1054;40,56;960,675;3090,1987;0;Não Analisada;960,675;0;0;960,675;80,6189;0
MT-5101902-FE4F925AA3B649F9ADB163132B2BB349;Sim;Sim;Amazônia;80;1123,67564;Brasnorte;MT;"12°43'54,06"" S";"58°03'43,11"" O";02/06/2016;27/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;1964,1163;19,64;355,8608;1567,1321;0;Não Analisada;355,8608;0;0;355,8608;91,7566;0
MT-5101902-DF563876EE7042B789006FB7827FFF79;Sim;Sim;Amazônia;80;4713,28332;Brasnorte;MT;"12°35'35,2"" S";"58°16'26,8"" O";08/04/2020;13/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;11369,1074;113,69;7616,6492;3712,1056;0;Não Analisada;0;4137,695;0;4137,695;244,3076;0
MT-5101902-194053D38B9844F08E121281F9365E3C;Sim;Nâo;Amazônia;80;499,87774;Brasnorte;MT;"12°23'19,59"" S";"58°25'06,41"" O";07/08/2018;10/02/2021;28/06/2018;Pendente;IRU;PE;Cancelado por decisão administrativa;--;2515,7438;25,16;2507,1629;0;0;Não Analisada;0;1440,9576;0;1440,9576;71,7597;0
MT-5101902-7C3C53BCAB5E4FC89FEB917CD0FAD961;Sim;Sim;Amazônia;80;112,20216;Brasnorte;MT;"13°05'53,3"" S";"57°50'55,34"" O";20/10/2014;01/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;2625,6352;26,26;1841,4249;777,9503;0;Não Analisada;0;1839,8431;0;1839,8431;148,4629;0
MT-5101902-12F41A1399514A76A051A3EF369F3181;Sim;Nâo;Amazônia;80;3060,45776;Brasnorte;MT;"12°32'31,83"" S";"57°37'45,8"" O";20/10/2014;03/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;3825,5722;38,26;;;;--;;;;0;;
MT-5101902-9CD78CB76D524239ADC4C7A74C0E08F9;Sim;Sim;Amazônia;80;362,02626;Brasnorte;MT;"12°01'50,48"" S";"58°16'03,9"" O";22/10/2014;03/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;1205,1417;12,05;547,4902;654,2434;0;Não Analisada;547,4902;0;0;547,4902;54,5969;0
MT-5101902-625F5EC880C947839BBD62C01762DC2F;Sim;Sim;Amazônia;80;307,90378;Brasnorte;MT;"12°58'24,35"" S";"57°58'59,32"" O";26/08/2019;25/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;596,6836;5,97;161,5168;435,3846;0;Não Analisada;0;161,5168;0;161,5168;7,9263;0
MT-5101902-34C72023E06A4124AE7AF084DBD4ADE7;Sim;Sim;Amazônia;80;412,00406;Brasnorte;MT;"12°00'06,1"" S";"58°14'26,89"" O";22/10/2014;11/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;1182,8757;11,83;467,6593;709,0704;0;Não Analisada;467,6593;0;0;467,6593;66,6372;0
MT-5101902-8254AA4EB1A443F0B43DA59CE8AC9FB2;Sim;Sim;Amazônia;80;303,10812;Brasnorte;MT;"12°37'15,49"" S";"57°38'43,27"" O";20/10/2014;08/12/2020;14/12/2020;Ativo;IRU;AT;Aguardando análise;--;1080,2864;10,8;527,1484;547,5453;0;Não Analisada;0;527,1484;0;527,1484;33,9726;0
MT-5101902-C0C796F0E93B44C58E461C38DB905C3F;Sim;Nâo;Amazônia;80;131,75934;Brasnorte;MT;"12°39'32,7"" S";"58°07'03,18"" O";22/10/2014;25/01/2021;25/01/2021;Ativo;IRU;AT;Analisado sem pendências;--;487,1723;4,87;480,8391;4,5706;0;Não Analisada;0;214,9972;0;214,9972;42,9813;0
MT-5101902-195FBE5587F447FAB9FD4501850DA061;Sim;Nâo;Amazônia;80;851,34226;Brasnorte;MT;"12°38'01,51"" S";"58°00'26,93"" O";20/10/2014;13/11/2020;21/06/2018;Ativo;IRU;AT;Analisado sem pendências;--;3138,7872;31,39;2012,7004;1114,6538;0;Não Analisada;1594,5704;0;0;1594,5704;65,1171;0
MT-5101902-EB3F061694E4400FA4CBB1E6AE182F3A;Sim;Sim;Amazônia;80;2744,28406;Brasnorte;MT;"13°00'43,07"" S";"57°25'19,23"" O";22/10/2014;13/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;6370,1017;63,7;2174,3037;4170,9616;0;Não Analisada;0;2174,3037;0;2174,3037;177,4936;0
MT-5101902-18DF7A746EAB4C7DBA3605684D6A0DE8;Sim;Sim;Amazônia;80;264,01344;Brasnorte;MT;"13°09'09,38"" S";"57°42'39,95"" O";20/10/2014;09/10/2020;21/10/2020;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;897,6163;8,98;431,9959;465,3513;0;Não Analisada;0;431,9959;0;431,9959;22,0837;0
MT-5101902-7D2A2C83A583410391386EDE52F4F4E6;Sim;Sim;Amazônia;80;291,60822;Brasnorte;MT;"13°09'40,22"" S";"57°43'42,49"" O";20/10/2014;21/07/2020;24/07/2020;Ativo;IRU;AT;Analisado sem pendências;--;965,5014;9,66;468,3431;496,8097;0;Não Analisada;0;468,3431;0;468,3431;12,4498;0
MT-5101902-E7D362C454D34CDB8817320A3276C43A;Sim;Sim;Amazônia;80;2952,77424;Brasnorte;MT;"12°58'37,6"" S";"57°23'49,26"" O";23/03/2015;08/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;5617,0513;56,17;1439,0659;4172,8864;0;Não Analisada;1439,0659;0;0;1439,0659;101,8009;0
MT-5101902-2540AF7454FF4FF9B0DF1F29B219021F;Nâo;Sim;Amazônia;80;270,06424;Brasnorte;MT;"11°34'13,2"" S";"58°21'45,66"" O";17/11/2020;17/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;848,6403;8,49;687,8768;158,0473;0;Não Analisada;0;359,5868;0;359,5868;49,2612;485,5070707
MT-5101902-A6FE8E7980124650A2BA6D2FEB1100DF;Sim;Sim;Amazônia;80;8675,35454;Brasnorte;MT;"12°27'49,86"" S";"58°21'13,71"" O";21/10/2014;21/12/2020;25/07/2016;Ativo;IRU;AT;Aguardando análise;--;20275,4668;202,75;13093,5641;7157,6444;0;Não Analisada;0;7097,3936;0;7097,3936;447,6253;0
MT-5101902-FF616E5919AC407BAE5A01AB6F23CA3E;Sim;Sim;Amazônia;80;1221,13928;Brasnorte;MT;"11°44'47,1"" S";"58°11'00,54"" O";22/10/2014;24/09/2020;17/11/2020;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;2468,5911;24,69;641,2177;1708,0777;0;Não Analisada;0;641,2177;0;641,2177;112,5159;0
MT-5101902-8D02D4801C6C42C7BDAB380569CA8108;Sim;Sim;Amazônia;80;827,10602;Brasnorte;MT;"12°52'36,96"" S";"58°08'57,44"" O";20/10/2014;20/10/2020;--;Ativo;IRU;AT;Aguardando análise;--;2590,1694;25,9;1064,0129;1520,4683;0;Não Analisada;1064,0129;0;0;1064,0129;181,0166;134,5310603
MT-5101902-543EE21879EC416EAE2585FF45154771;Sim;Sim;Amazônia;80;168,46866;Brasnorte;MT;"12°14'07,32"" S";"58°05'28,54"" O";20/10/2014;22/09/2020;15/12/2020;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;2075,8337;20,76;1321,4968;746,4983;0;Não Analisada;1321,4968;0;0;1321,4968;170,7015;0
MT-5101902-55DC5FE2053B499783B5AFB9EF5C64DF;Sim;Sim;Amazônia;80;179,19814;Brasnorte;MT;"12°03'52,37"" S";"58°07'42,02"" O";22/10/2014;04/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;606,1573;6,06;216,5672;359,8572;0;Não Analisada;216,5672;0;0;216,5672;89,1605;0
MT-5101902-439961ADE40F4445A3AF5B2E91F58D52;Sim;Nâo;Amazônia;80;342,74296;Brasnorte;MT;"12°33'39,4"" S";"58°11'01,87"" O";07/04/2020;08/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;794,2832;7,94;565,0491;228,3044;0;Não Analisada;0;282,3036;0;282,3036;10,38;0
MT-5101902-3AA3A6A4C0624F749CDCC13FAA187A23;Sim;Nâo;Amazônia;80;687,39458;Brasnorte;MT;"12°35'09,71"" S";"58°10'55,68"" O";03/04/2020;08/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;1668,4066;16,68;623,1622;1045,2167;0;Não Analisada;0;623,1622;0;623,1622;24,1685;0
MT-5101902-313207A4C75641E2B677D6D70A17B671;Sim;Sim;Amazônia;80;3084,02364;Brasnorte;MT;"12°38'41,26"" S";"58°16'05,52"" O";08/04/2020;13/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;5730,3153;57,3;1511,565;4206,2024;0;Não Analisada;0;1405,4123;0;1405,4123;94,8163;0
MT-5101902-EA67B15B3E5F4C0E855199C3D9FD50AA;Nâo;Nâo;Amazônia;80;1810,50236;Brasnorte;MT;"12°33'17,82"" S";"58°23'20,28"" O";21/12/2020;21/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;4256,5547;42,57;4233,7008;22,51;0;Não Analisada;0;1532,8985;0;1532,8985;61,8429;0
MT-5101902-5870566A1F7C489E9F804F632E69AD83;Sim;Nâo;Amazônia;80;850,75822;Brasnorte;MT;"12°51'28,52"" S";"58°13'01,99"" O";20/10/2014;04/12/2020;01/03/2016;Ativo;IRU;AT;Aguardando análise;--;1949,5354;19,5;1504,6735;401,9091;0;Não Analisada;0;681,3313;0;681,3313;27,5388;0
MT-5101902-A629809E39B04DC8B7C9F7C57E50263F;Sim;Nâo;Amazônia;80;444,2531;Brasnorte;MT;"12°37'14,19"" S";"57°49'20,82"" O";22/10/2014;23/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;1019,564;10,2;508,9664;508,1248;0;Não Analisada;0;356,0997;0;356,0997;15,2984;0
MT-5101902-2D0A39006F174B3CA1DDC882DF4D5054;Sim;Sim;Amazônia;80;137,46856;Brasnorte;MT;"12°05'06,77"" S";"57°59'42,05"" O";20/10/2014;23/11/2020;05/08/2020;Ativo;IRU;AT;Aguardando análise;--;547,0657;5,47;258,6468;280,227;0;Não Analisada;0;258,5897;0;258,5897;41,5943;0
MT-5101902-2CF786C8C91B4B91BBC56E36565E90D8;Nâo;Sim;Amazônia;80;95,75152;Brasnorte;MT;"12°36'24,04"" S";"58°17'19,66"" O";24/11/2020;24/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;4112,8644;41,13;3027,3918;1053,6577;0;Não Analisada;0;3027,3918;0;3027,3918;167,1482;0
MT-5101902-38DB35B3D6654B6C90C521DBC8E31567;Sim;Sim;Amazônia;80;5356,47688;Brasnorte;MT;"11°53'04,88"" S";"58°06'48,49"" O";03/03/2015;05/08/2018;06/07/2016;Pendente;IRU;PE;Aguardando análise;--;25095,5576;250,96;13646,0803;11396,7447;0;Não Analisada;0;13646,0804;0;13646,0804;1073,8888;0
MT-5101902-3463E78750BD4CF48D4381B28F685F9D;Sim;Sim;Amazônia;80;583,9979;Brasnorte;MT;"11°56'55,83"" S";"58°04'20,43"" O";20/10/2014;19/02/2020;13/12/2019;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;6028,473;60,28;3696,0192;2311,2487;0;Não Analisada;0;3696,0192;0;3696,0192;542,7613;0
MT-5101902-39B98199CF484BFCAADF6C9E8AD94B42;Sim;Sim;Amazônia;80;426,75346;Brasnorte;MT;"12°38'59,62"" S";"57°37'45,39"" O";20/10/2014;10/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;1515,9117;15,16;752,1685;763,5059;0;Não Analisada;0;752,1685;0;752,1685;33,8074;0
MT-5101902-BC1F701F66DE401A9888A02060EA34DB;Sim;Sim;Amazônia;80;329,73506;Brasnorte;MT;"12°34'35,24"" S";"57°36'56,73"" O";20/10/2014;10/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;1672,0112;16,72;948,176;721,5017;0;Não Analisada;0;948,176;0;948,176;59,6979;0
MT-5101902-E7F4B8511870422AA4C4781D2DFB2A4A;Sim;Sim;Amazônia;80;2576,0411;Brasnorte;MT;"13°04'10,63"" S";"57°57'48,69"" O";22/10/2014;22/09/2020;24/01/2020;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;4617,362;46,17;1025,7246;3584,0748;0;Não Analisada;1025,7246;0;0;1025,7246;92,1239;0
MT-5101902-72E7D02EC9B945F1AFB9BA604077035D;Nâo;Sim;Amazônia;80;540,6132;Brasnorte;MT;"13°01'08,78"" S";"57°30'24,89"" O";25/11/2020;25/11/2020;--;Ativo;IRU;AT;Aguardando análise;--;3141,5665;31,42;1844,4886;1261,4094;0;Não Analisada;0;1844,4886;0;1844,4886;128,1514;0
MT-5101902-AF818E947CFB42A290B2621AF9A0D8C8;Sim;Sim;Amazônia;80;1662,94898;Brasnorte;MT;"12°37'39,91"" S";"58°23'00,41"" O";19/10/2014;11/02/2021;11/02/2021;Ativo;IRU;AT;Aguardando análise;--;5527,9466;55,28;4416,3477;1092,8289;0;Não Analisada;0;2517,8859;0;2517,8859;241,5224;0
MT-5101902-3EA09DDDCBDB4EC99C9D88F7AF0CFA4C;Sim;Sim;Amazônia;80;1170,34846;Brasnorte;MT;"12°20'52,62"" S";"58°08'43,39"" O";22/10/2014;31/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;2113,6857;21,14;467,6489;1642,3539;0;Não Analisada;0;467,6489;0;467,6489;52,9512;0
MT-5101902-0638DA9695C84BDCA6E4B87BC13D32E6;Sim;Sim;Amazônia;80;334,43318;Brasnorte;MT;"12°35'59,13"" S";"57°49'44,78"" O";30/03/2015;07/03/2021;08/03/2021;Ativo;IRU;PE;Cancelado por decisão administrativa;--;824,8956;8,25;318,2379;505,4808;0;Não Analisada;318,2379;0;0;318,2379;7,2454;0
MT-5101902-7D9565DBB85941F58A08F2F6F01CF4E1;Sim;Sim;Amazônia;80;4348,13156;Brasnorte;MT;"13°07'50,89"" S";"58°07'47,27"" O";04/08/2018;26/11/2020;01/09/2020;Ativo;IRU;AT;Aguardando análise;--;10107,7172;101,08;3853,3885;6229,3876;0;Não Analisada;3534,3357;0;0;3534,3357;203,7065;0
MT-5101902-C24929B4431049C09D424A7467B323E7;Sim;Nâo;Amazônia;80;-87,34112;Brasnorte;MT;"11°49'53,07"" S";"58°09'27,92"" O";22/10/2014;02/04/2019;27/11/2020;Ativo;IRU;AT;Em análise;--;2304,7211;23,05;2303,2034;0;0;Não Analisada;1842,5901;0;0;1842,5901;88,5279;0
MT-5101902-E30A4FDA010C49FDB95CEF45A73E9EEE;Sim;Sim;Amazônia;80;564,4668;Brasnorte;MT;"12°49'42,48"" S";"58°13'27,27"" O";19/10/2014;22/12/2020;01/03/2016;Pendente;IRU;PE;Aguardando análise;--;1887,2545;18,87;1419,2064;237,7946;0;Não Analisada;0;891,3005;0;891,3005;54,0363;0
MT-5101902-C301ACB78B9245A98F84778AC7DAFC9E;Nâo;Sim;Amazônia;80;487,20126;Brasnorte;MT;"12°52'19,12"" S";"58°15'25,59"" O";22/12/2020;22/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;1554,7357;15,55;1416,6928;135,7192;0;Não Analisada;0;708,9227;0;708,9227;47,6646;0
MT-5101902-C4D9BBFA9EB94E3195F8744E7A91520C;Sim;Sim;Amazônia;80;592,36264;Brasnorte;MT;"12°48'49,32"" S";"58°13'42,23"" O";05/05/2015;22/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;1366,8273;13,67;789,1521;0;0;Não Analisada;0;498,2682;0;498,2682;2,831;0
MT-5101902-22A2DEA8A7B24A7C9DEC2F716ACF72CD;Sim;Nâo;Amazônia;80;171,37618;Brasnorte;MT;"12°47'10,95"" S";"58°12'39,36"" O";19/10/2014;22/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;466,2511;4,66;189,8428;119,9289;0;Não Analisada;0;189,8428;0;189,8428;11,7819;0
MT-5101902-0FB9A22F82BE495882B867E2249DAD6E;Sim;Sim;Amazônia;80;1287,57394;Brasnorte;MT;"13°04'59,02"" S";"57°34'56,96"" O";20/10/2014;18/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;3109,6773;31,1;1127,4877;1981,0056;0;Não Analisada;0;1127,4877;0;1127,4877;72,6802;0
MT-5101902-B79BF3A2F96146EBB5CCC018A443762E;Sim;Sim;Amazônia;80;1099,64246;Brasnorte;MT;"11°48'10,45"" S";"58°03'23,5"" O";20/10/2014;18/12/2020;--;Ativo;IRU;AT;Aguardando análise;--;2321,1337;23,21;684,4816;1632,0737;0;Não Analisada;0;683,9491;0;683,9491;73,3154;0
MT-5101902-7CE7E6DEAE9B4F198AAE16E668AB4D40;Nâo;Nâo;Amazônia;80;-37,39094;Brasnorte;MT;"13°03'06,32"" S";"57°53'06,05"" O";19/02/2021;19/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;1215,3542;12,15;1159,6434;54,3565;0;Não Analisada;0;972,6665;0;972,6665;37,0078;0
MT-5101902-8A6B6E4E0D7243ED94FA9C337E2123E2;Sim;Sim;Amazônia;80;244,38592;Brasnorte;MT;"12°09'00,13"" S";"58°03'15,17"" O";22/10/2014;05/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;488,6409;4,89;137,7907;350,7259;0;Não Analisada;0;137,7906;0;137,7906;8,7362;0
MT-5101902-1DB84CB09A3D4BC0AC580A461BDC6D75;Nâo;Nâo;Amazônia;80;466,90124;Brasnorte;MT;"12°36'16,78"" S";"58°21'47,44"" O";05/01/2021;05/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;1221,3903;12,21;1219,4163;0;0;Não Analisada;0;461,2653;0;461,2653;48,9457;0
MT-5101902-291B0B0B4D4D447590DF799B97E975C9;Nâo;Nâo;Amazônia;80;636,81296;Brasnorte;MT;"12°34'56,83"" S";"58°23'08,6"" O";05/01/2021;05/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;1546,0772;15,46;1543,1958;0;0;Não Analisada;0;561,8805;0;561,8805;38,1683;0
MT-5101902-1DF37E8F710344C2AAFF0D7A8F8BDE57;Sim;Sim;Amazônia;80;940,60988;Brasnorte;MT;"12°35'51,65"" S";"58°00'32,18"" O";22/10/2014;04/05/2019;21/08/2017;Pendente;IRU;PE;Cancelado por decisão administrativa;--;2636,6931;26,37;1761,4028;869,8734;0;Não Analisada;658,2106;462,1477;0;1120,3583;48,3863;0
MT-5101902-9CBE4C36837D46D1B8C4CF7BA114BC2A;Sim;Sim;Amazônia;80;711,56458;Brasnorte;MT;"12°31'08,34"" S";"58°12'24,55"" O";02/02/2021;02/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;960,3896;9,6;50,8393;908,7423;0;Não Analisada;0;50,8393;0;50,8393;5,9078;0
MT-5101902-F90E3632E8454E41894A41F6F1DB0389;Sim;Sim;Amazônia;80;338,78192;Brasnorte;MT;"12°40'59,34"" S";"58°04'32,23"" O";20/10/2014;07/08/2020;04/02/2021;Pendente;IRU;PE;Cancelado por decisão administrativa;--;1049,8244;10,5;463,83;583,8488;0;Não Analisada;293,8106;170,0194;0;463,83;37,2476;0
MT-5101902-8F99356EB0E54214B09776CD9A9569E6;Sim;Sim;Amazônia;80;330,33854;Brasnorte;MT;"11°59'26,14"" S";"58°13'05,51"" O";13/01/2016;01/03/2021;--;Ativo;IRU;AT;Aguardando análise;--;902,6503;9,03;354,051;528,9193;0;Não Analisada;354,051;0;0;354,051;37,7307;0
MT-5101902-5FDA30E60AA04204939ACA94193C840C;Sim;Sim;Amazônia;80;326,3101;Brasnorte;MT;"12°54'56,96"" S";"57°21'20,28"" O";19/10/2014;01/03/2021;01/12/2020;Ativo;IRU;AT;Aguardando análise;--;838,3305;8,38;307,8156;527,9274;0;Não Analisada;0;307,8156;0;307,8156;36,5387;0
MT-5101902-6E01E71003BE4402AC61965AE3118B0A;Nâo;Sim;Amazônia;80;520,26506;Brasnorte;MT;"12°29'30,23"" S";"58°14'25,65"" O";02/02/2021;02/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;911,3797;9,11;196,7963;714,3765;0;Não Analisada;0;196,7963;0;196,7963;12,0424;0
MT-5101902-C9C2845FD9DF417EA6421F2D2BB70B4B;Nâo;Sim;Amazônia;80;942,02494;Brasnorte;MT;"12°32'11,44"" S";"58°13'52,4"" O";02/02/2021;02/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;1553,2148;15,53;292,8192;1259,9248;0;Não Analisada;0;292,8192;0;292,8192;7,7277;0
MT-5101902-005F089D419A4F47A3D23A8B1E150B5A;Sim;Nâo;Amazônia;80;400,09084;Brasnorte;MT;"12°47'33,26"" S";"58°07'37,64"" O";02/06/2016;08/11/2018;28/10/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;941,2848;9,41;446,2035;490,9552;0;Não Analisada;0;328,5307;0;328,5307;24,4063;0
MT-5101902-C5485BB224E148619825DEA242AE6B25;Nâo;Sim;Amazônia;80;-51,35014;Brasnorte;MT;"12°35'45,64"" S";"57°27'40,96"" O";06/11/2018;06/11/2018;09/11/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;814,5912;8,15;756,8106;53,9326;0;Não Analisada;650,2921;0;0;650,2921;52,731;0
MT-5101902-0F36BC45545648498D25F080844B7D33;Sim;Sim;Amazônia;80;-14,62976;Brasnorte;MT;"12°21'35,11"" S";"58°17'50,33"" O";15/12/2014;01/04/2019;06/05/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;802,6093;8,03;733,2597;67,4687;0;Não Analisada;0;641,2537;0;641,2537;15,4635;0
MT-5101902-00010B09C15B4D428D9636E9C7ECDAD3;Sim;Sim;Amazônia;80;492,60438;Brasnorte;MT;"12°47'46,31"" S";"58°09'47,67"" O";02/06/2016;07/11/2018;18/12/2019;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1355,4726;13,55;564,1632;786,8025;0;Não Analisada;0;564,1632;0;564,1632;27,6105;0
MT-5101902-7E72FD1575CE479CBD4C2434679FE665;Sim;Sim;Amazônia;80;-28,3829;Brasnorte;MT;"12°40'04,11"" S";"58°22'18,1"" O";10/05/2019;05/12/2019;01/07/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;496,0235;4,96;400,2098;86,7899;0;Não Analisada;0;400,2098;0;400,2098;24,9919;0
MT-5101902-04E64585E2204AD7A05750DC42EC29CC;Sim;Sim;Amazônia;80;776,48222;Brasnorte;MT;"12°58'35,94"" S";"57°59'05,87"" O";20/10/2014;22/10/2019;29/04/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1496,4309;14,96;394,8285;1100,4897;0;Não Analisada;0;394,8285;0;394,8285;25,834;0
MT-5101902-7FE35FA6BE744949809E555866B118AF;Sim;Sim;Amazônia;80;95,51058;Brasnorte;MT;"12°10'38,61"" S";"57°55'41,55"" O";05/08/2018;17/12/2019;21/02/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;501,5711;5,02;289,2144;211,2651;0;Não Analisada;0;289,2144;0;289,2144;16,5319;0
MT-5101902-6BFF2E19E23249308765A97A5493A852;Nâo;Sim;Amazônia;80;4423,8332;Brasnorte;MT;"11°59'46,3"" S";"58°23'26,63"" O";06/08/2018;06/08/2018;06/08/2018;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;16628,5285;166,29;8230,774;8329,5643;0;Não Analisada;8230,774;0;0;8230,774;648,2156;0
MT-5101902-392618CC0FB04EF8B7FB64B33BDBD425;Sim;Sim;Amazônia;80;460,18926;Brasnorte;MT;"13°05'32,95"" S";"57°57'34,93"" O";19/10/2014;22/06/2020;20/12/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1333,4652;13,33;559,7863;771,248;0;Não Analisada;0;559,7863;0;559,7863;46,7966;0
MT-5101902-6ABB5150527C4C89AC6B3808E4151C19;Sim;Sim;Amazônia;80;420,21638;Brasnorte;MT;"12°07'41,45"" S";"58°11'59,47"" O";05/03/2015;01/04/2020;23/01/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;743,0286;7,43;169,7321;573,2965;0;Não Analisada;0;169,7321;0;169,7321;4,4744;0
MT-5101902-021F7F8313244445835344E0BC93C176;Sim;Sim;Amazônia;80;405,43518;Brasnorte;MT;"12°41'04,51"" S";"58°17'56,21"" O";09/05/2015;04/08/2018;18/05/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1101,8666;11,02;405,5874;696,2703;0;Não Analisada;0;405,5874;0;405,5874;70,4707;0
MT-5101902-F33D2ADC96CF40BFAB9A5D3DDF6433CE;Sim;Sim;Amazônia;80;437,10946;Brasnorte;MT;"12°41'50,7"" S";"57°29'46,77"" O";02/06/2016;22/10/2019;27/08/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1017,4142;10,17;1014,933;0;0;Não Analisada;0;356,1941;0;356,1941;20,6278;0
MT-5101902-9582FF36DE7B4EE5B579572EDCEE2693;Sim;Nâo;Amazônia;80;537,24272;Brasnorte;MT;"12°34'38,61"" S";"58°07'24,67"" O";06/08/2018;20/05/2020;27/08/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1296,4784;12,96;1290,5278;0;0;Não Analisada;0;464,8133;0;464,8133;35,1267;0
MT-5101902-F10B657D27D34475AE19085D5A090817;Sim;Sim;Amazônia;80;635,63806;Brasnorte;MT;"12°46'09,24"" S";"58°11'17,32"" O";02/06/2016;07/11/2018;07/12/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1198,3477;11,98;314,746;882,2371;0;Não Analisada;0;314,746;0;314,746;8,2941;0
MT-5101902-26C5DCD7FF044E4C85757D6D39A23372;Sim;Sim;Amazônia;80;3683,15798;Brasnorte;MT;"12°33'33,09"" S";"57°46'54,39"" O";21/01/2015;20/08/2020;19/11/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;11199,1296;111,99;10459,1375;735,9027;0;Não Analisada;5273,0221;0;0;5273,0221;3,1236;0
MT-5101902-DDF1BB6098C74605928FCCDCD63CAD1F;Nâo;Sim;Amazônia;80;-130,81904;Brasnorte;MT;"11°48'13,69"" S";"58°22'35,37"" O";04/09/2019;04/09/2019;04/12/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1117,7097;11,18;1092,7148;23,9348;0;Não Analisada;0;906,5114;0;906,5114;118,4754;0
