Registro no CAR;Houve Retificação?;Aderiu ao PRA?;Bioma;% do Bioma;Défice Reserva Legal;Cidade;Estado;Latitude;Longitude;Data de Registro;Data da Última Retificação;Data de Análise;Status do Imóvel;Tipo de Imóvel;Situação;Condição;Condição PRA;Área;Módulo Fiscal;Área total de remanescentes de vegetação nativa;Área total de uso consolidado;Área total de servidão administrativa;Situação RL;Área de reserva legal averbada vetorizada;Área de reserva legal aprovada não averbada vetorizada;Área de reserva legal proposta vetorizada;Total de reserva legal declarada pelo proprietário/possuidor;Áreas de preservação permanente;Área de uso restrito
MT-5101902-C8B5237B46614F0198BAF8C93E7B853A;Sim;Sim;Amazônia;80;272,36172;Brasnorte;MT;"12°12'47,52"" S";"58°07'08,88"" O";20/10/2014;23/06/2019;--;Ativo;IRU;AT;Aguardando análise;--;2075,8569;20,76;1443,0525;632,8044;0;Não Analisada;0;1388,3238;0;1388,3238;0;0
MT-5101902-AE7DD7F4B3D545F0B86C3D72A420324A;Sim;Sim;Amazônia;80;-36,14261255;Brasnorte;MT;"12°37'31,85"" S";"57°42'25,2"" O";02/11/2015;13/01/2016;--;Ativo;IRU;AT;Aguardando análise;--;1250,772;12,5077;1233,804643;11,07546368;0;Não Analisada;0;0;1001,1661;1001,1661;35,59411255;0
MT-5101902-EFA89315F4DF4479BD46EE6C762ECF63;Nâo;Sim;Amazônia;80;49,02039893;Brasnorte;MT;"12°43'34,67"" S";"58°19'29,63"" O";13/01/2016;13/01/2016;--;Ativo;IRU;AT;Aguardando análise;--;400,9949;4,0099;0;134,2240283;0;Não Analisada;0;0;255,5503;255,5503;16,22522107;0
MT-5101902-94917357C5E243ACA8A1EC5DF8B224F1;Nâo;Sim;Amazônia;80;1032,433019;Brasnorte;MT;"12°27'38,24"" S";"58°03'22,6"" O";13/01/2016;13/01/2016;--;Ativo;IRU;AT;Aguardando análise;--;1850,5006;18,505;422,891033;1423,400525;0;Não Analisada;0;0;422,891;422,891;25,0764614;0
MT-5101902-71019E32C6D045119FFAC45E29EC1EDE;Nâo;Sim;Amazônia;80;2290,741076;Brasnorte;MT;"12°29'05,3"" S";"57°55'31,79"" O";14/01/2016;14/01/2016;--;Ativo;IRU;AT;Aguardando análise;--;6951,6398;69,5164;3096,680626;578,9034593;0;Não Analisada;3023,6794;0;0;3023,6794;246,8913639;0
MT-5101902-F27BFE0D583949D6A003C790AE96856E;Sim;Nâo;Amazônia;80;1324,416019;Brasnorte;MT;"12°41'28,25"" S";"57°53'14,38"" O";23/06/2016;14/07/2016;--;Ativo;IRU;AT;Aguardando análise;--;3025,0084;30,2501;1858,302269;1059,373358;0;Não Analisada;0;0;1095,1409;1095,1409;0,44980062;0
MT-5101902-09DC9EB2C351447C944F07E332C84383;Nâo;Sim;Amazônia;80;379,02778;Brasnorte;MT;"12°37'59,07"" S";"57°48'31,11"" O";31/10/2018;31/10/2018;--;Ativo;IRU;AT;Aguardando análise;--;599,7521;6;100,7739;498,9782;0;Não Analisada;0;100,7739;0;100,7739;0;0
MT-5101902-D109119A15FE485299BED29E5E6E66E9;Sim;Sim;Amazônia;80;692,05442;Brasnorte;MT;"12°17'28,31"" S";"58°16'32,98"" O";03/06/2016;15/06/2019;--;Ativo;IRU;AT;Aguardando análise;--;2770,7169;27,71;1434,0746;1333,212;0;Não Analisada;0;1434,0747;0;1434,0747;90,4444;0
MT-5101902-97E22830BE934CD3A03DCE5814460078;Nâo;Nâo;Amazônia;80;470,07936;Brasnorte;MT;"12°28'37,82"" S";"58°22'06,78"" O";05/01/2021;05/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;1142,8447;11,43;1142,6079;0;0;Não Analisada;0;429,817;0;429,817;14,3794;0
MT-5101902-6680F2A4126641E991C405634BF454CE;Nâo;Nâo;Amazônia;80;396,69562;Brasnorte;MT;"12°32'16,99"" S";"58°11'00,3"" O";05/01/2021;05/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;1476,0754;14,76;739,6168;733,3302;0;Não Analisada;0;739,6168;0;739,6168;44,5479;0
MT-5101902-D464721CC67A4415AF2160AE9E29F205;Sim;Sim;Amazônia;80;327,30058;Brasnorte;MT;"11°47'25,03"" S";"58°10'34,22"" O";03/05/2015;10/02/2021;10/02/2021;Ativo;IRU;AT;Analisado, aguardando regularização ambiental (Lei 12.651/12);--;1172,9616;11,73;584,4534;576,5346;0;Não Analisada;0;584,4534;0;584,4534;26,6153;0
MT-5101902-98359C2147C24E3A9FABD940F1333C51;Sim;Sim;Amazônia;80;845,8795092;Brasnorte;MT;"12°23'46,34"" S";"58°20'57,11"" O";20/10/2014;12/02/2016;29/07/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;2034,283;20,3428;1538,964261;482,5376286;0;Não Analisada;0;0;711,9989;711,9989;69,54799084;0
MT-5101902-1C98756F713B4918BF4A9A5817257B2B;Nâo;Sim;Amazônia;80;4656,155624;Brasnorte;MT;"12°23'35,9"" S";"57°36'08,74"" O";14/07/2016;14/07/2016;--;Ativo;IRU;AT;Aguardando análise;--;10745,1712;107,4517;5608,943913;1348,61445;0;Não Analisada;0;0;3748,4982;3748,4982;191,483136;0
MT-5101902-446C2F0505D843178A83EDE7757479C3;Sim;Sim;Amazônia;80;2530,82522;Brasnorte;MT;"11°51'05,96"" S";"58°12'59,49"" O";20/10/2014;16/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;3481,2599;34,81;136,8787;3321,9559;0;Não Analisada;136,8787;0;0;136,8787;117,304;0
MT-5101902-0CF39F1CEE644EF3BCC6F53EA06DF72D;Sim;Sim;Amazônia;80;713,69978;Brasnorte;MT;"12°50'28,32"" S";"58°20'21,08"" O";10/01/2020;19/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;1011,3801;10,11;758,5831;252,8049;0;Não Analisada;0;95,4043;0;95,4043;0;0
MT-5101902-C103104102CB4E3690716C0D5595AE6C;Nâo;Sim;Amazônia;80;-39,14313719;Brasnorte;MT;"13°03'44,61"" S";"57°38'18,31"" O";03/04/2015;03/04/2015;15/03/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;2316,5703;23,1657;0;487,1240185;0;Não Analisada;0;0;1816,8473;1816,8473;75,55207719;0
MT-5101902-56337F4E5003412787BE2DDF3AB6FFD4;Nâo;Sim;Amazônia;80;204,18522;Brasnorte;MT;"12°07'37,39"" S";"57°53'52,97"" O";01/03/2016;01/03/2016;--;Ativo;IRU;AT;Aguardando análise;--;402,0359;4,0204;117,4435398;281,8457307;0;Não Analisada;0;0;117,4435;117,4435;0;0
MT-5101902-248C52BAE2A149619B859CF99DD4B819;Nâo;Nâo;Amazônia;80;200,698982;Brasnorte;MT;"13°03'37,78"" S";"57°38'50,67"" O";01/05/2015;01/05/2015;01/03/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;2495,0547;24,9505;1759,726921;729,1968704;0;Não Analisada;0;0;1759,7269;1759,7269;35,61787798;0
MT-5101902-B7CF852923544647B84A5EABADB56218;Nâo;Sim;Amazônia;80;-37,65260316;Brasnorte;MT;"13°01'33,41"" S";"57°35'00,46"" O";01/05/2015;01/05/2015;01/03/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1032,2277;10,3223;1024,859864;0;0;Não Analisada;0;0;819,4875;819,4875;43,94726316;0
MT-5101902-036532833B2E4176B29EAB3F7AB192E9;Nâo;Nâo;Amazônia;80;-127,0048671;Brasnorte;MT;"12°06'37,31"" S";"58°21'01,54"" O";20/10/2014;20/10/2014;--;Cancelado;IRU;CA;CANCELADO_POR_DECISAO_JUDICIAL;--;2454,9055;24,5491;2006,242047;0;0;Não Analisada;0;0;2006,242;2006,242;84,68726714;0
MT-5101902-F3952FBA3D8C4BB8AA244CE51C744829;Sim;Sim;Amazônia;80;198,858128;Brasnorte;MT;"12°06'19,02"" S";"58°17'22,7"" O";20/10/2014;08/03/2016;--;Ativo;IRU;AT;Aguardando análise;--;856,1936;8,5619;453,4796316;397,3146184;0;Não Analisada;0;0;453,4796;453,4796;32,61715201;0
MT-5101902-0F36F64F90AE4731A0EEAD17EDBA9C25;Nâo;Nâo;Amazônia;80;513,681809;Brasnorte;MT;"12°59'25,76"" S";"58°08'02,53"" O";03/03/2016;03/03/2016;--;Ativo;IRU;AT;Aguardando análise;--;1198,9313;11,9893;0;776,9901396;0;Não Analisada;0;0;417,1253;417,1253;28,33793096;0
MT-5101902-BDF65161D98441F39F0414C304CDE11A;Nâo;Nâo;Amazônia;80;-171,2335666;Brasnorte;MT;"12°18'40,69"" S";"58°03'01,6"" O";03/03/2016;03/03/2016;--;Ativo;IRU;AT;Aguardando análise;--;1320,4602;13,2046;0;101,097875;0;Não Analisada;0;0;1217,7713;1217,7713;9,830426583;0
MT-5101902-274E2E41B749427A9DDBEFB60FBB660E;Nâo;Nâo;Amazônia;80;-463,1965392;Brasnorte;MT;"12°20'38,61"" S";"58°01'31,88"" O";03/03/2016;03/03/2016;--;Ativo;IRU;AT;Aguardando análise;--;2239,5029;22,395;0;0;0;Não Analisada;0;0;2170,5177;2170,5177;84,28115918;0
MT-5101902-7C9D947C5F7745CEA74CAFE9753ABD96;Nâo;Nâo;Amazônia;80;2922,859044;Brasnorte;MT;"12°29'24,05"" S";"58°23'48,64"" O";20/10/2014;20/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;19398,6657;193,9867;12028,67004;0;0;Não Analisada;0;0;12028,67;12028,67;567,4035165;0
MT-5101902-7ACD75A9E25A431D95AF78094782CD4E;Nâo;Nâo;Amazônia;80;-28,94248622;Brasnorte;MT;"12°36'35,18"" S";"57°38'15,76"" O";19/10/2014;19/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;484,0001;4,84;484,0000572;0;0;Não Analisada;0;0;387,2845;387,2845;28,85806622;0
MT-5101902-824C37EB85C244B6A9DA2BDE07A2743E;Nâo;Nâo;Amazônia;80;957,7348398;Brasnorte;MT;"12°43'37,47"" S";"58°10'36,29"" O";20/10/2014;20/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;2389,2175;23,8922;1345,543101;0;0;Não Analisada;0;0;882,4795;882,4795;71,15966023;0
MT-5101902-79CFFD36E3364D9FA0EB7797729348B9;Nâo;Nâo;Amazônia;80;669,664626;Brasnorte;MT;"12°52'13,07"" S";"58°07'34,67"" O";20/10/2014;20/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;1158,6689;11,5867;251,6720586;0;0;Não Analisada;0;0;251,6721;251,6721;5,598393994;0
MT-5101902-E235906C8FE7465BB0BAE0FFBB3D792D;Nâo;Nâo;Amazônia;80;266,3974458;Brasnorte;MT;"12°07'26,69"" S";"58°04'54,33"" O";20/10/2014;20/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;416,1892;4,1619;30,88136233;0;0;Não Analisada;0;0;30,8814;30,8814;35,67251423;0
MT-5101902-8891A798AA6E4A69855BC7C43B6B5A88;Nâo;Nâo;Amazônia;80;-26,40255343;Brasnorte;MT;"12°15'09,96"" S";"58°12'09,07"" O";20/10/2014;20/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;537,7073;5,3771;404,8959404;0;0;Não Analisada;0;0;404,8959;404,8959;51,67249343;0
MT-5101902-01C5414E1819445F996317B5DD9300C3;Nâo;Nâo;Amazônia;80;-119,4058966;Brasnorte;MT;"13°05'52,21"" S";"57°38'43,28"" O";03/04/2015;03/04/2015;28/04/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1544,3467;15,4435;0;222,6568347;0;Não Analisada;0;0;1314,9376;1314,9376;39,94565656;0
MT-5101902-BE8DFC316F5842A3B708334E867D8456;Nâo;Sim;Amazônia;80;1107,360744;Brasnorte;MT;"12°28'49,32"" S";"58°11'50,72"" O";19/06/2015;19/06/2015;--;Cancelado;IRU;CA;CANCELADO_POR_DECISAO_JUDICIAL;--;3486,5466;34,8655;2531,220041;941,6880722;0;Não Analisada;0;0;1610,46;1610,46;71,41653595;0
MT-5101902-00A25B7BAEE04AD5B4DC0E5442CBB3A4;Nâo;Nâo;Amazônia;80;157,4738774;Brasnorte;MT;"11°36'19,64"" S";"58°16'33,11"" O";20/10/2014;20/10/2014;03/08/2016;Ativo;IRU;AT;Analisado com pendências, aguardando retificação;--;1102,3715;11,0237;612,1559846;0;0;Não Analisada;0;0;612,156;612,156;112,2673226;0
MT-5101902-91A4A4EBEA994EF29AB005E53A0541A0;Nâo;Nâo;Amazônia;80;802,9638591;Brasnorte;MT;"12°56'27,18"" S";"58°06'30,57"" O";21/10/2014;21/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;1281,9378;12,8194;193,2471982;0;0;Não Analisada;0;0;193,2472;193,2472;29,33918091;0
MT-5101902-A0FB815668E74A7A9C187D4E0896693B;Nâo;Nâo;Amazônia;80;300,8681715;Brasnorte;MT;"12°24'31,29"" S";"58°17'01,14"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;955,4601;9,5546;401,9983535;0;0;Não Analisada;0;0;401,9984;401,9984;61,50150847;0
MT-5101902-C69AC56FEF4C458FB6CDD79307CBF509;Nâo;Nâo;Amazônia;80;287,967328;Brasnorte;MT;"12°40'08,09"" S";"58°15'37,04"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;448,453;4,4845;64,28570513;0;0;Não Analisada;0;0;64,2857;64,2857;6,509372046;0
MT-5101902-2B088BCC3E0643BF92429A5628FC5804;Nâo;Nâo;Amazônia;80;1003,881874;Brasnorte;MT;"12°35'05,54"" S";"58°13'20,37"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;1382,2758;13,8228;94,34082229;0;0;Não Analisada;0;0;94,3408;94,3408;7,597966089;0
MT-5101902-0476E9BE7D714D1B9C28679BE63309F0;Nâo;Nâo;Amazônia;80;167,9556399;Brasnorte;MT;"12°41'15,56"" S";"58°08'53,77"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;444,494;4,4449;181,3321845;0;0;Não Analisada;0;0;181,3322;181,3322;6,307360075;0
MT-5101902-AE2520DA6C014957BB0AEFE81040CCA5;Nâo;Nâo;Amazônia;80;911,0208044;Brasnorte;MT;"12°32'18,92"" S";"57°59'40,42"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;2437,6487;24,3765;1080,701547;0;0;Não Analisada;0;990,4068;0;990,4068;48,69135562;0
MT-5101902-200E992E816143AA9A816C2E13D0D048;Nâo;Nâo;Amazônia;80;663,4672124;Brasnorte;MT;"12°42'31,53"" S";"58°04'26,17"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;849,8641;8,4986;388,7754338;0;0;Não Analisada;0;0;0;0;16,42406759;0
MT-5101902-A46944A6A21E4EBF8F08A6A44454FCA3;Nâo;Nâo;Amazônia;80;1888,565471;Brasnorte;MT;"12°29'50,04"" S";"57°59'48,69"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;2429,4199;24,2942;1138,011115;0;0;Não Analisada;0;0;0;0;54,97044921;0
MT-5101902-6B6581C042AE435A93DAACDE3A660B46;Nâo;Nâo;Amazônia;80;1845,50088;Brasnorte;MT;"12°27'54,36"" S";"57°59'59,36"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;2412,2843;24,1228;1741,613923;0;0;Não Analisada;0;0;0;0;84,32656023;0
MT-5101902-5B8BC39C9C33479C90B9A4A9B2C9C97D;Nâo;Nâo;Amazônia;80;914,6704589;Brasnorte;MT;"12°33'11,86"" S";"58°00'45,71"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;2485,394;24,8539;1624,161528;0;0;Não Analisada;0;0;1009,4874;1009,4874;64,15734105;0
MT-5101902-4ED35BCDBB9241F7AD61934F49D4674D;Nâo;Sim;Amazônia;80;-56,46764889;Brasnorte;MT;"13°05'17,53"" S";"57°38'33,27"" O";01/05/2015;01/05/2015;21/03/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;2493,9772;24,9398;2124,900514;357,7799048;0;Não Analisada;0;0;1984,6748;1984,6748;66,97460889;0
MT-5101902-C8307CA3A7DE4029AF8F8A224BF106BB;Sim;Sim;Amazônia;80;708,59262;Brasnorte;MT;"12°56'03,01"" S";"57°26'55,31"" O";02/06/2015;24/06/2019;--;Ativo;IRU;AT;Aguardando análise;--;2035,7509;20,36;817,0377;1206,531;0;Não Analisada;0;817,0377;0;817,0377;102,9704;0
MT-5101902-67A72A6363454CF2930E982864D72489;Nâo;Nâo;Amazônia;80;213,08044;Brasnorte;MT;"13°00'12,35"" S";"57°52'09,47"" O";28/10/2014;28/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;416,7103;4,1671;0;296,3994965;0;Não Analisada;0;0;120,2878;120,2878;0;0
MT-5101902-B5E5263E1E9C42A5AAAB35FCD410487E;Nâo;Sim;Amazônia;80;799,0880005;Brasnorte;MT;"12°46'47,43"" S";"57°45'14,51"" O";08/02/2017;08/02/2017;--;Ativo;IRU;AT;Aguardando análise;--;1782,9912;17,8299;603,4873991;1175,559965;0;Não Analisada;0;0;603,4874;603,4874;23,81755946;0
MT-5101902-5C65959F60D349D0AAEC5315F47B3C93;Sim;Sim;Amazônia;80;564,70296;Brasnorte;MT;"13°14'03,85"" S";"57°50'29,98"" O";29/10/2014;22/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;1001,5837;10,02;231,6675;770,7621;0;Não Analisada;0;231,6675;0;231,6675;4,8965;0
MT-5101902-A8B227D744D844D59CE64E86E9071352;Sim;Sim;Amazônia;80;1019,8504;Brasnorte;MT;"12°12'48,16"" S";"57°57'25,73"" O";21/10/2014;18/08/2020;22/08/2016;Ativo;IRU;AT;Aguardando análise;--;3987,0665;39,87;1971,507;2007,7812;0;Não Analisada;1971,507;0;0;1971,507;198,2958;0
MT-5101902-E5FE717C8F924298A99CA3C9FD693769;Nâo;Sim;Amazônia;80;205,06988;Brasnorte;MT;"12°23'30,68"" S";"58°18'28,06"" O";22/12/2014;22/12/2014;--;Ativo;IRU;AT;Aguardando análise;--;508,5001;5,085;0;306,7676543;0;Não Analisada;0;0;201,7302;201,7302;0;0
MT-5101902-CFE6621E1FFA4ACBA32A34B8530DB91D;Sim;Sim;Amazônia;80;229,72164;Brasnorte;MT;"12°04'45,67"" S";"58°18'30,34"" O";21/10/2014;07/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;2514,4178;25,14;1729,9822;779,6445;0;Não Analisada;1729,9822;0;0;1729,9822;51,8304;0
MT-5101902-CD0D995A18C54AE2A50704C67C959842;Sim;Nâo;Amazônia;80;889,09386;Brasnorte;MT;"13°12'13,74"" S";"57°45'43,07"" O";20/10/2014;13/06/2019;--;Ativo;IRU;AT;Aguardando análise;--;2074,0457;20,74;800,1221;1273,4997;0;Não Analisada;726,9931;0;0;726,9931;43,1496;0
MT-5101902-DB11EF9F04144F9BB36F514FC95950B3;Sim;Sim;Amazônia;80;147,48098;Brasnorte;MT;"12°06'01,88"" S";"58°14'20,26"" O";21/10/2014;06/12/2019;--;Ativo;IRU;AT;Aguardando análise;--;489,0651;4,89;239,1366;249,9285;0;Não Analisada;239,1366;0;0;239,1366;4,6345;0
MT-5101902-F66E306B238F45298A1C94806E4FFBFE;Nâo;Sim;Amazônia;80;380,8987712;Brasnorte;MT;"12°44'52,43"" S";"58°22'57,07"" O";04/03/2015;04/03/2015;--;Ativo;IRU;AT;Aguardando análise;--;1060,5503;10,6055;188,4092811;457,5382778;0;Não Analisada;0;0;410,388;410,388;57,15346882;0
MT-5101902-6AA30E52355346169C109EBA8BB1E20A;Nâo;Sim;Amazônia;80;545,1004873;Brasnorte;MT;"12°53'05,52"" S";"57°22'40,19"" O";17/04/2016;17/04/2016;--;Ativo;IRU;AT;Aguardando análise;--;968,0921;9,6809;0;701,2119233;0;Não Analisada;211,1674;0;0;211,1674;18,20579271;0
MT-5101902-9AE44CE50E39499A9F4A7345CE901CC2;Sim;Nâo;Amazônia;80;36,13809554;Brasnorte;MT;"12°45'59,87"" S";"58°08'44,19"" O";22/10/2014;19/04/2016;--;Ativo;IRU;AT;Aguardando análise;--;2705,6739;27,0567;2069,646006;626,2064621;0;Não Analisada;0;0;2069,646;2069,646;58,75502446;0
MT-5101902-03945902FAB8475BAC959E003BE2FC72;Nâo;Sim;Amazônia;80;1792,221648;Brasnorte;MT;"12°51'37,79"" S";"58°15'36,55"" O";09/06/2016;09/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;3975,452;39,7545;3651,85119;264,3801937;0;Não Analisada;0;0;1190,7957;1190,7957;197,3442518;0
MT-5101902-E7BFA5111B394FFA8F51AD8D3C07E6D0;Sim;Nâo;Amazônia;80;224,3497;Brasnorte;MT;"12°55'13,2"" S";"57°44'15"" O";10/08/2015;07/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1045,192;10,45;593,4367;449,0063;0;Não Analisada;0;593,4367;0;593,4367;18,3672;0
MT-5101902-2F5A82FA107E4DFB9025E96945BCBD14;Sim;Sim;Amazônia;80;-359,8630141;Brasnorte;MT;"12°51'44,64"" S";"58°15'08,65"" O";22/10/2014;17/10/2015;--;Ativo;IRU;AT;Aguardando análise;--;2426,6161;24,2662;0;205,3264504;0;Não Analisada;0;0;2203,9468;2203,9468;97,20909408;0
MT-5101902-0FF2716BA9224D0A87414886FACC4F80;Sim;Sim;Amazônia;80;381,7489718;Brasnorte;MT;"12°09'05,98"" S";"58°19'20,85"" O";10/03/2015;03/03/2016;--;Ativo;IRU;AT;Aguardando análise;--;1223,0773;12,2308;586,8079726;634,6852873;0;Não Analisada;0;0;586,808;586,808;9,904868238;0
MT-5101902-97D70147E1A44C6686BBBB927B83262A;Nâo;Sim;Amazônia;80;1622,338317;Brasnorte;MT;"13°13'08,74"" S";"58°06'21,75"" O";17/10/2015;17/10/2015;--;Ativo;IRU;AT;Aguardando análise;--;3161,0798;31,6108;848,7632256;2302,770758;0;Não Analisada;0;0;848,7632;848,7632;57,76232267;0
MT-5101902-714A11335A7B4705AC8D555AB4F153F7;Sim;Sim;Amazônia;80;1287,476893;Brasnorte;MT;"12°56'11"" S";"58°13'35,08"" O";22/10/2014;19/07/2016;--;Ativo;IRU;AT;Aguardando análise;--;9958,4557;99,5846;7170,361309;2681,164546;0;Não Analisada;0;0;6235,8324;6235,8324;443,455267;0
MT-5101902-428FF02AE3AA4FE9927871654B0A6B79;Nâo;Sim;Amazônia;80;-118,59552;Brasnorte;MT;"11°28'57,04"" S";"58°13'44,14"" O";06/08/2018;06/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1732,8601;17,33;1450,351;280,1941;0;Não Analisada;0;1450,351;0;1450,351;54,5326;0
MT-5101902-D549958C7F7B4A179D60C82931E169D5;Nâo;Nâo;Amazônia;80;146,9961706;Brasnorte;MT;"12°45'05,9"" S";"58°17'57,81"" O";22/10/2014;22/10/2014;28/04/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1253,8764;12,5388;842,3915649;0;0;Não Analisada;0;0;842,3916;842,3916;13,71334939;0
MT-5101902-83835184ED404A44A8CBF82450325E88;Nâo;Sim;Amazônia;80;320,57506;Brasnorte;MT;"13°09'01,8"" S";"58°08'15,57"" O";04/08/2018;04/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;646,3632;6,46;190,8876;455,361;0;Não Analisada;190,8876;0;0;190,8876;5,6279;0
MT-5101902-E4CC9CDA2EA74943A20D9050251CB531;Nâo;Sim;Amazônia;80;911,92766;Brasnorte;MT;"13°12'40,3"" S";"58°06'44,04"" O";05/08/2018;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1558,6752;15,59;325,1;1233,5765;0;Não Analisada;0;325,0998;0;325,0998;9,9127;0
MT-5101902-E8890B3B57C2458C8500242808B9FB1B;Nâo;Sim;Amazônia;80;682,14706;Brasnorte;MT;"13°13'36,52"" S";"58°06'00,7"" O";05/08/2018;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1604,0792;16,04;550,1543;1051,9586;0;Não Analisada;0;550,1543;0;550,1543;50,962;0
MT-5101902-7189D3EAEF2C46C0888655D1CF3B42A4;Sim;Sim;Amazônia;80;542,87918;Brasnorte;MT;"12°10'45,35"" S";"58°17'19,55"" O";22/10/2014;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;2549,5011;25,5;1337,7894;1183,0883;0;Não Analisada;370,8022;966,9872;0;1337,7894;158,9323;0
MT-5101902-7EA04C270E274D878184592F35897288;Nâo;Sim;Amazônia;80;199,4053042;Brasnorte;MT;"12°34'43,67"" S";"57°33'45,8"" O";28/10/2014;28/10/2014;02/12/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1210,0006;12,1;731,8813187;469,1195437;0;Não Analisada;0;0;731,8814;731,8814;36,7137758;0
MT-5101902-6F9B07C3CFD048F0827E94A44DEB96EB;Nâo;Nâo;Amazônia;80;513,9100863;Brasnorte;MT;"13°11'45,17"" S";"58°07'03,98"" O";25/04/2016;25/04/2016;--;Ativo;IRU;AT;Aguardando análise;--;1532,0047;15,32;681,5996048;837,7639079;0;Não Analisada;683,9309;0;0;683,9309;27,76277371;0
MT-5101902-DAFAD9619C9344218AB6D3734E3EFD4B;Nâo;Nâo;Amazônia;80;437,51452;Brasnorte;MT;"12°59'23,02"" S";"57°59'39,77"" O";22/10/2014;22/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;1841,7471;18,4175;707,4775859;0;0;Não Analisada;0;0;707,4776;707,4776;328,40556;0
MT-5101902-282D2A18B62A48738A9D6D4EFBBB740D;Nâo;Nâo;Amazônia;80;1005,45442;Brasnorte;MT;"12°47'26,61"" S";"58°15'37,88"" O";03/03/2016;03/03/2016;--;Ativo;IRU;AT;Aguardando análise;--;1944,6139;19,4461;0;1394,426628;0;Não Analisada;0;0;550,2367;550,2367;0;0
MT-5101902-5A870B511F824E9580E4772ED4D323FD;Nâo;Nâo;Amazônia;80;470,14972;Brasnorte;MT;"12°45'21,84"" S";"57°45'19,39"" O";23/06/2016;23/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;1047,0679;10,4707;366,4066317;680,6558444;0;Não Analisada;0;0;367,5046;367,5046;0;0
MT-5101902-1D0614DE6ADA4826A15080EF700D442E;Nâo;Sim;Amazônia;80;707,3784;Brasnorte;MT;"11°55'12,21"" S";"58°15'23,57"" O";17/06/2019;17/06/2019;--;Ativo;IRU;AT;Aguardando análise;--;4953,8075;49,54;3065,7467;1829,5376;0;Não Analisada;3065,7467;0;0;3065,7467;189,9209;0
MT-5101902-6A5A28B78D324485B25818068B0AB561;Nâo;Sim;Amazônia;80;175,4883275;Brasnorte;MT;"12°01'42,5"" S";"58°09'45,79"" O";15/12/2016;15/12/2016;--;Pendente;IRU;PE;Aguardando análise;--;456,0535;4,5605;0;283,4396149;0;Não Analisada;0;0;169,3477;169,3477;20,0067725;0
MT-5101902-8B662708B3094F4EB04446913DF2BDA2;Sim;Sim;Amazônia;80;420,23926;Brasnorte;MT;"12°22'57,98"" S";"58°12'21,73"" O";20/10/2014;28/01/2020;--;Ativo;IRU;AT;Aguardando análise;--;3851,0887;38,51;2484,5735;1360,4696;0;Não Analisada;2484,5735;0;0;2484,5735;176,0582;0
MT-5101902-FF7AEFF5A61C47F198643341973BF9D8;Sim;Sim;Amazônia;80;159,3990023;Brasnorte;MT;"11°58'08,72"" S";"58°00'15,96"" O";19/10/2014;16/09/2015;27/01/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1720,2117;17,2021;1082,841109;622,6910195;0;Não Analisada;0;0;1082,8411;1082,8411;133,9292577;0
